,id,company_rating,company_location,total_fleet_count,iata_approved
7204,39589,,Maldives,1.0,f
7208,31982,,Uruguay,1.0,f
7212,5153,100%,France,1.0,f
7216,13944,,French Guiana,1.0,t
7217,30874,,Mexico,1.0,t
7221,799,,Uganda,1.0,f
7223,21921,,,1.0,t
7226,37702,100%,Gibraltar,1.0,f
7229,32136,,Denmark,1.0,f
7236,36848,,Jersey,1.0,t
7240,464,,Gibraltar,1.0,f
7241,16145,,French Guiana,1.0,f
7243,3148,90%,Rwanda,1.0,t
7245,32523,,Uganda,1.0,f
7246,39549,,French Guiana,1.0,f
7247,13342,,Denmark,1.0,t
7249,14887,100%,Guinea,1.0,f
7251,12718,100%,Indonesia,2.0,f
7256,47081,100%,Finland,1.0,t
7257,13319,,Tunisia,2.0,t
7259,34856,,Maldives,2.0,f
7273,3375,50%,Uzbekistan,2.0,t
7277,11716,100%,,2.0,t
7278,28941,,Sao Tome and Principe,1.0,f
7279,2823,100%,Vietnam,1.0,t
7281,10162,,,1.0,f
7285,30841,,,1.0,t
7286,32240,100%,,1.0,t
7287,305,,Rwanda,2.0,t
7293,36964,,Croatia,1.0,t
7294,12690,100%,Gambia,4.0,t
7295,9766,,Maldives,2.0,t
7296,17504,,,2.0,t
7299,48359,,Niger,2.0,f
7302,2222,67%,Malawi,1.0,t
7308,32172,,,1.0,t
7314,16388,,Lithuania,1.0,f
7315,41752,,,1.0,f
7318,15049,,Sao Tome and Principe,1.0,f
7319,20617,,Chad,1.0,t
7322,11885,100%,,1.0,f
7323,2684,,Tanzania,1.0,f
7324,10923,,Brazil,1.0,t
7328,12264,100%,Slovakia (Slovak Republic),1.0,t
7332,20272,,Jersey,1.0,f
7334,36166,,,1.0,f
7339,23806,,Indonesia,1.0,f
7341,13039,80%,Russian Federation,2.0,t
7344,21263,100%,Isle of Man,1.0,t
7345,18087,,Uganda,2.0,t
7347,1833,,Isle of Man,1.0,f
7348,31374,100%,,1.0,f
7349,10602,100%,Niger,1.0,t
7351,4361,100%,,1.0,t
7353,46654,100%,Tunisia,1.0,t
7355,24429,,Brazil,1.0,f
7357,18526,100%,,2.0,f
7360,38581,,,1.0,f
7361,33026,100%,Estonia,2.0,f
7363,4711,,Cocos (Keeling) Islands,1.0,f
7364,32286,100%,Kenya,2.0,t
7366,33994,,Denmark,1.0,t
7367,41193,100%,Rwanda,1.0,f
7368,18608,100%,Jersey,4.0,t
7370,40658,,,1.0,t
7376,47195,100%,,1.0,f
7378,38847,0%,Denmark,3.0,t
7381,4301,,Tonga,1.0,t
7391,45192,100%,,1.0,t
7392,16364,,,3.0,t
7393,41982,60%,Nicaragua,2.0,f
7394,26653,,Lebanon,1.0,t
7397,43692,100%,Isle of Man,1.0,t
7398,42724,,Mauritania,1.0,t
7399,45520,75%,,1.0,t
7400,32257,100%,Russian Federation,2.0,t
7402,30977,,,1.0,f
7404,22860,100%,Turkmenistan,2.0,t
7407,37151,40%,Zimbabwe,1.0,f
7408,48403,,Malta,1.0,f
7411,44996,,Malta,1.0,f
7423,43212,67%,,1.0,f
7424,8070,,Faroe Islands,1.0,f
7426,30784,,Nauru,2.0,t
7428,3937,100%,Russian Federation,1.0,t
7435,11073,,,1.0,f
7436,38929,,Niue,1.0,f
7440,35088,,Russian Federation,1.0,f
7442,28550,,Ecuador,1.0,t
7443,32137,,,1.0,t
7444,33823,78%,France,17.0,t
7446,47042,100%,Lebanon,2.0,t
7450,6898,,Monaco,1.0,t
7453,33038,,Niger,1.0,f
7455,25453,100%,,1.0,f
7457,26547,,Jersey,2.0,f
7463,27868,100%,,2.0,t
7464,41803,,Vanuatu,1.0,t
7465,17494,,Uzbekistan,1.0,f
7474,30822,,,1.0,t
7475,22659,100%,,1.0,t
7479,5317,100%,Russian Federation,1.0,f
7481,7547,,,1.0,t
7482,48476,,Cape Verde,1.0,f
7485,43736,100%,,1.0,t
7486,10462,,Rwanda,3.0,f
7492,12020,100%,Congo,4.0,t
7495,40938,,Tunisia,1.0,t
7496,26648,100%,Niue,2.0,t
7502,40069,,France,1.0,t
7506,3816,100%,United Kingdom,1.0,t
7508,6604,,,1.0,t
7510,8506,,,1.0,f
7514,19931,,,1.0,t
7515,28093,,Papua New Guinea,1.0,t
7519,20379,,,1.0,t
7521,18667,,,1.0,f
7524,47393,,Marshall Islands,1.0,t
7528,38305,,,1.0,t
7529,14834,,Brazil,1.0,t
7531,14479,100%,United Kingdom,1.0,t
7533,28852,100%,Gambia,1.0,t
7534,41765,,France,1.0,t
7535,42426,83%,,2.0,f
7537,20167,,Niue,1.0,t
7539,19138,,Russian Federation,1.0,f
7540,36535,100%,Mauritania,1.0,f
7541,7674,,,1.0,f
7542,20127,,France,1.0,f
7543,31686,100%,Finland,1.0,t
7548,27489,100%,Canada,2.0,t
7549,1294,100%,Lebanon,1.0,f
7553,20418,67%,Korea,1.0,t
7554,8707,73%,Rwanda,21.0,t
7556,10804,,French Polynesia,1.0,f
7560,12929,,Russian Federation,1.0,t
7563,918,,,1.0,t
7564,14632,,,1.0,f
7567,9681,,Vietnam,1.0,t
7569,16196,,,2.0,f
7570,20588,,Malta,1.0,t
7571,12749,,Monaco,1.0,t
7575,9557,,Niue,1.0,f
7579,27745,100%,Lithuania,1.0,t
7581,19231,100%,Ukraine,2.0,t
7582,24520,,,1.0,t
7583,23629,,,1.0,f
7591,40530,,,1.0,t
7593,20417,,,1.0,f
7595,26596,60%,Jersey,2.0,t
7596,393,,Lebanon,1.0,t
7601,10967,,Anguilla,1.0,t
7602,44059,,Greenland,1.0,t
7603,21011,,Russian Federation,1.0,f
7605,14191,100%,Slovakia (Slovak Republic),1.0,f
7607,48349,100%,Isle of Man,2.0,f
7608,38458,100%,Montserrat,6.0,t
7610,37600,,,1.0,f
7611,40996,100%,Kenya,1.0,f
7612,42997,,Zimbabwe,1.0,t
7626,8877,,Micronesia,1.0,f
7627,46421,80%,Croatia,2.0,t
7629,1548,100%,Jersey,1.0,t
7634,2498,,United Kingdom,1.0,f
7637,25947,100%,,1.0,t
7639,36184,,,1.0,t
7647,46311,,Maldives,1.0,t
7648,25793,100%,,1.0,f
7649,31065,,,16.0,f
7653,49622,,Jersey,1.0,t
7654,16287,100%,,2.0,f
7658,11390,,,1.0,f
7659,47297,,,1.0,t
7660,5343,100%,Faroe Islands,1.0,f
7665,972,100%,El Salvador,1.0,t
7666,38965,,Chile,1.0,t
7668,27394,,Nauru,1.0,t
7675,24641,,Zimbabwe,1.0,t
7677,47181,93%,Kiribati,5.0,t
7678,7464,,Marshall Islands,1.0,t
7685,26224,,,1.0,t
7687,20785,63%,Chad,2.0,t
7688,9640,100%,Denmark,2.0,t
7689,14870,100%,Jersey,1.0,t
7692,47207,,Isle of Man,1.0,f
7693,25216,,France,2.0,t
7696,20908,100%,Maldives,1.0,t
7697,11194,100%,Russian Federation,1.0,t
7698,43409,100%,,1.0,t
7704,32810,100%,Russian Federation,2.0,t
7705,18540,,Uzbekistan,1.0,t
7706,27306,100%,Kiribati,2.0,f
7711,16337,,Russian Federation,2.0,t
7713,34988,100%,,1.0,f
7723,19285,,Micronesia,1.0,f
7730,46152,,,1.0,t
7731,29784,,Gibraltar,1.0,t
7732,41166,80%,,1.0,f
7738,13995,,Malawi,1.0,t
7740,8018,100%,Monaco,1.0,t
7741,14369,,Micronesia,2.0,t
7744,44442,100%,Russian Federation,2.0,t
7750,5709,,Croatia,1.0,t
7751,7367,,,1.0,t
7752,10033,,Ghana,1.0,t
7753,12146,,Bosnia and Herzegovina,1.0,t
7756,37,,Montserrat,1.0,f
7760,22948,,Montserrat,1.0,t
7762,15430,,,2.0,t
7763,9208,,,1.0,t
7769,31074,100%,Malta,4.0,t
7770,37445,100%,Jersey,2.0,f
7772,34259,100%,Sao Tome and Principe,2.0,t
7774,28832,,Nicaragua,2.0,t
7777,20838,100%,Venezuela,2.0,t
7778,41905,,Svalbard & Jan Mayen Islands,1.0,t
7782,34167,,France,1.0,f
7783,13331,100%,Fiji,1.0,f
7784,38714,,Uganda,1.0,f
7786,11601,,,1.0,f
7790,25702,,,1.0,t
7792,20219,,,1.0,f
7793,25965,,Russian Federation,1.0,f
7794,25359,,,1.0,t
7795,35889,,,1.0,t
7797,9829,70%,Nauru,1.0,f
7800,47664,,Nicaragua,1.0,f
7803,41763,,United Kingdom,2.0,t
7805,36910,100%,Zimbabwe,1.0,t
7809,5301,70%,Gambia,1.0,f
7810,50027,,Maldives,1.0,t
7816,30126,100%,Togo,5.0,t
7819,35593,100%,Marshall Islands,3.0,f
7823,7652,89%,Venezuela,2.0,f
7824,14045,100%,Tonga,2.0,t
7825,5917,100%,Guinea,1.0,t
7829,22344,,Niue,1.0,f
7831,10195,100%,Croatia,1.0,t
7832,23081,,Uzbekistan,1.0,t
7835,34930,,,2.0,t
7836,16309,,,1.0,f
7837,41364,100%,Guinea,1.0,t
7840,42749,,,1.0,f
7844,24503,,,1.0,t
7845,37995,,Somalia,1.0,t
7847,39110,100%,Jersey,1.0,t
7851,36537,100%,Guinea,1.0,t
7853,41942,,Bouvet Island (Bouvetoya),1.0,t
7855,37853,,Isle of Man,1.0,f
7857,35591,,Chad,1.0,f
7860,10747,100%,Kiribati,2.0,t
7863,3743,100%,Kiribati,1.0,t
7864,33527,,Tonga,1.0,t
7868,13585,,Rwanda,2.0,f
7869,7535,,Faroe Islands,1.0,t
7871,48487,100%,Tunisia,2.0,t
7874,26228,100%,,1.0,t
7879,32961,,United Kingdom,6.0,t
7882,15087,,Zimbabwe,2.0,t
7884,29452,100%,El Salvador,1.0,t
7886,49,,,1.0,t
7887,45351,90%,Liberia,3.0,f
7889,30783,,Guinea,1.0,f
7893,2326,,Marshall Islands,1.0,t
7894,8645,,Niue,1.0,t
7896,20388,,Guinea,1.0,f
7898,40779,,,1.0,t
7899,29146,100%,Vanuatu,2.0,t
7901,48339,100%,Slovakia (Slovak Republic),2.0,f
7903,29564,100%,Turkmenistan,1.0,t
7905,12126,,Isle of Man,1.0,f
7907,29823,90%,Togo,3.0,f
7909,25419,,,1.0,t
7910,4636,90%,Peru,1.0,t
7912,5647,,Bosnia and Herzegovina,4.0,t
7916,27448,,,1.0,f
7917,25265,100%,Libyan Arab Jamahiriya,1.0,t
7918,6060,100%,Christmas Island,1.0,f
7921,6949,100%,Turkmenistan,1.0,f
7924,13697,,,1.0,t
7926,2548,97%,Marshall Islands,3.0,f
7928,3334,,Indonesia,2.0,t
7930,26334,,United Kingdom,1.0,f
7938,19717,,United Kingdom,1.0,f
7940,10619,,,1.0,f
7941,3096,,,1.0,t
7945,27373,,Anguilla,1.0,t
7946,24648,,Rwanda,2.0,t
7950,41165,100%,Lebanon,1.0,f
7951,8223,100%,El Salvador,2.0,t
7952,16279,100%,Uzbekistan,1.0,t
7953,49030,100%,Kenya,2.0,f
7958,39608,,United Kingdom,1.0,t
7961,25241,,Monaco,1.0,f
7962,20482,100%,Malta,1.0,t
7964,10106,,,1.0,f
7966,43144,,,1.0,t
7973,29776,90%,Russian Federation,2.0,f
7975,5181,100%,Nicaragua,2.0,f
7976,33317,,Sao Tome and Principe,1.0,t
7977,25728,100%,Bouvet Island (Bouvetoya),3.0,f
7982,43635,,Moldova,1.0,f
7986,36934,,Bosnia and Herzegovina,1.0,t
7987,25288,50%,Tanzania,1.0,f
7988,18106,,,1.0,f
7998,4075,,,2.0,f
8001,19532,,,1.0,f
8003,29633,90%,,1.0,f
8005,22764,100%,,1.0,f
8006,24006,,,1.0,f
8009,8,,Denmark,2.0,t
8010,26122,,Nicaragua,2.0,f
8018,13213,,Lebanon,1.0,f
8020,29727,100%,Senegal,2.0,f
8025,8442,100%,Tunisia,2.0,t
8026,41342,100%,,2.0,f
8027,2861,90%,Niue,1.0,t
8028,24325,,,1.0,f
8030,4129,100%,Niue,3.0,t
8031,10760,,Ghana,1.0,f
8034,31128,100%,Montserrat,2.0,t
8038,50049,,,1.0,f
8041,29372,,Canada,1.0,f
8042,11540,,French Guiana,1.0,t
8043,18269,86%,Fiji,12.0,f
8047,40181,100%,Russian Federation,2.0,t
8056,31032,,,2.0,t
8057,24858,100%,Indonesia,2.0,t
8058,14015,,,1.0,t
8059,31156,100%,,1.0,t
8061,1130,,Mauritania,1.0,f
8063,42534,100%,Marshall Islands,2.0,t
8064,8410,75%,Guinea,1.0,t
8066,6896,,Barbados,2.0,t
8069,7840,100%,Kenya,1.0,t
8070,33595,,,1.0,t
8071,19671,,Australia,1.0,t
8072,32850,,Uganda,1.0,f
8073,16327,100%,Russian Federation,1.0,t
8075,41378,100%,Kiribati,1.0,f
8076,32686,78%,Micronesia,2.0,t
8077,46639,,,1.0,f
8078,282,100%,Sao Tome and Principe,2.0,t
8080,24713,,Lebanon,1.0,t
8082,29895,,,1.0,f
8083,37821,,United Kingdom,1.0,t
8085,12333,100%,,1.0,t
8087,45144,100%,,1.0,f
8088,12494,,Ghana,3.0,t
8089,15432,,Gibraltar,1.0,f
8090,44695,,,1.0,t
8091,42867,100%,Indonesia,2.0,t
8092,29563,100%,Jersey,2.0,f
8094,79,0%,Turkmenistan,1.0,f
8095,18454,100%,Nicaragua,5.0,t
8101,29762,0%,Brazil,1.0,t
8102,4750,,Guernsey,1.0,f
8105,6725,,Lebanon,2.0,t
8106,26464,100%,Kiribati,1.0,t
8107,31042,100%,Guinea,1.0,t
8109,36864,,,1.0,t
8110,43177,,Nauru,1.0,f
8111,34788,,Niue,1.0,t
8112,16385,100%,,1.0,t
8114,25056,100%,Gibraltar,1.0,t
8118,35628,,,1.0,t
8119,48308,,United Kingdom,1.0,f
8122,28905,,,1.0,t
8124,3442,100%,Tonga,2.0,t
8129,13674,90%,Fiji,2.0,t
8130,6833,,Jersey,1.0,f
8132,20071,,Sao Tome and Principe,1.0,t
8134,41332,100%,,4.0,f
8135,34484,,Isle of Man,1.0,f
8141,33027,,,1.0,f
8142,49047,,Djibouti,1.0,t
8143,37739,,,1.0,t
8149,23234,100%,Marshall Islands,1.0,f
8152,12508,70%,Holy See (Vatican City State),3.0,t
8155,20868,100%,Montserrat,2.0,t
8156,38547,0%,Angola,3.0,t
8159,14716,,Faroe Islands,2.0,t
8160,17756,,Tonga,1.0,f
8161,41178,50%,Barbados,1.0,t
8165,10639,100%,Mauritania,1.0,f
8167,23512,,,1.0,f
8170,14942,,Malta,1.0,f
8171,26349,100%,,1.0,t
8172,42301,100%,Turkmenistan,1.0,t
8175,20217,90%,,2.0,t
8182,35658,,Zimbabwe,1.0,f
8184,44827,,Senegal,1.0,f
8185,27834,,,1.0,t
8188,2035,40%,,1.0,f
8189,37008,,Cape Verde,1.0,t
8194,29327,,Svalbard & Jan Mayen Islands,1.0,f
8197,3672,,Bouvet Island (Bouvetoya),1.0,t
8198,405,,United Kingdom,2.0,t
8199,48662,,Bahrain,1.0,t
8201,26681,100%,Niue,1.0,f
8210,21607,90%,France,3.0,t
8211,34955,43%,Russian Federation,1.0,t
8212,3414,,,1.0,f
8215,17679,100%,Togo,1.0,f
8217,39895,100%,,3.0,f
8219,3503,100%,Ukraine,2.0,t
8222,24061,,Zimbabwe,1.0,f
8223,6298,,Brazil,1.0,f
8228,34107,,Costa Rica,1.0,f
8230,28838,,,1.0,t
8231,40374,100%,Ecuador,1.0,t
8235,44325,,Lebanon,1.0,t
8240,47143,100%,Anguilla,1.0,t
8241,27611,,Brazil,1.0,f
8242,12942,,Guinea,3.0,t
8245,31341,,Russian Federation,2.0,f
8247,24970,100%,Cape Verde,1.0,t
8248,21363,100%,Guinea,2.0,t
8250,27588,,,1.0,t
8252,22246,,,1.0,t
8253,7561,100%,Venezuela,6.0,t
8257,23456,,,1.0,t
8258,42625,,Russian Federation,1.0,t
8259,36978,,,1.0,f
8262,9876,,Costa Rica,1.0,f
8266,8716,80%,Sao Tome and Principe,2.0,t
8270,15988,,Lebanon,1.0,t
8273,11345,,Tunisia,1.0,t
8275,13988,100%,,1.0,f
8277,224,100%,,1.0,t
8278,19517,,Malawi,1.0,f
8281,46379,100%,,2.0,f
8284,4585,,Philippines,1.0,t
8285,29302,,,1.0,f
8286,18848,,,3.0,t
8287,7191,100%,Uzbekistan,2.0,f
8288,36897,,Tonga,1.0,t
8298,28074,70%,,3.0,t
8299,8138,,Lebanon,8.0,f
8300,44405,100%,France,1.0,t
8301,32179,67%,,1.0,f
8306,30680,,Guinea,4.0,f
8311,10212,,Turkmenistan,2.0,f
8313,29135,,Gambia,1.0,t
8316,26339,,,1.0,f
8317,12045,100%,,2.0,t
8318,8936,,Cocos (Keeling) Islands,1.0,f
8319,29375,,Jersey,1.0,t
8323,31591,100%,,1.0,t
8324,27146,,Russian Federation,1.0,f
8327,7402,100%,,1.0,f
8332,12087,,Jersey,2.0,f
8333,22781,100%,Croatia,1.0,f
8334,8862,100%,Nicaragua,3.0,f
8337,36836,,Tanzania,1.0,f
8338,47728,,Jersey,1.0,f
8340,24738,100%,Somalia,2.0,t
8341,14040,,,1.0,t
8343,1410,100%,,1.0,f
8346,11959,100%,Gibraltar,2.0,t
8350,42285,100%,Chile,1.0,t
8352,28445,100%,Jersey,1.0,t
8356,14767,,,1.0,f
8358,40254,,,1.0,t
8359,195,,Slovenia,1.0,f
8365,43883,,Russian Federation,1.0,t
8366,48158,100%,Canada,1.0,t
8367,47059,,Lebanon,1.0,f
8368,38819,,,1.0,f
8370,49049,50%,Nauru,1.0,f
8371,31996,,Niue,1.0,f
8372,30862,,Tunisia,2.0,t
8373,10064,,Russian Federation,1.0,t
8374,6774,,,1.0,t
8380,28992,100%,Jersey,1.0,t
8382,49769,,El Salvador,1.0,t
8383,31116,,Sao Tome and Principe,1.0,f
8384,10158,100%,Ukraine,6.0,t
8387,42563,90%,Micronesia,3.0,t
8390,35517,,Guinea,1.0,f
8391,27333,100%,Netherlands,1.0,t
8393,8657,,Kiribati,1.0,f
8396,6921,100%,,1.0,f
8397,24911,100%,,1.0,f
8398,12373,,China,1.0,t
8400,36839,100%,,1.0,t
8401,38356,100%,Anguilla,2.0,f
8402,30985,100%,Uzbekistan,5.0,f
8403,40656,100%,Sao Tome and Principe,1.0,f
8411,23682,57%,Uganda,4.0,f
8413,31806,100%,Micronesia,1.0,t
8414,44961,0%,,1.0,f
8415,12234,,Cocos (Keeling) Islands,1.0,f
8416,13123,,Kenya,1.0,f
8418,43178,100%,Marshall Islands,2.0,f
8423,33945,100%,,2.0,t
8424,30797,90%,Tunisia,1.0,f
8428,46901,,,1.0,t
8430,12495,,Lebanon,1.0,t
8434,13668,,Niue,1.0,f
8437,25713,,,1.0,f
8441,21113,,Faroe Islands,1.0,t
8442,32293,,El Salvador,1.0,t
8443,33632,,Monaco,1.0,t
8444,48522,,,1.0,f
8445,6280,,Montserrat,1.0,f
8447,40997,,Maldives,1.0,t
8449,24031,,Chile,1.0,t
8450,41548,,Chile,2.0,t
8452,42711,,,1.0,t
8453,13362,,,1.0,t
8456,12738,100%,Ecuador,2.0,t
8458,46361,,Chad,1.0,t
8465,5819,,United Kingdom,1.0,f
8467,18960,92%,,1.0,f
8468,40104,,Somalia,1.0,t
8474,3294,100%,Uganda,3.0,f
8475,13277,100%,Rwanda,2.0,t
8481,19730,,Bahrain,1.0,t
8482,34332,,Nicaragua,1.0,f
8483,31904,,Niue,3.0,t
8486,26780,100%,Guinea,7.0,f
8488,25756,100%,Nicaragua,2.0,f
8492,39700,100%,,1.0,f
8496,19029,,,1.0,t
8498,48335,,,1.0,f
8500,43066,100%,,1.0,t
8501,15692,,Lebanon,1.0,f
8502,2535,100%,France,2.0,t
8505,45291,100%,Holy See (Vatican City State),1.0,t
8506,40320,100%,Niue,2.0,f
8507,40480,100%,Lebanon,1.0,t
8509,19526,100%,Malta,2.0,f
8510,41288,100%,Nicaragua,3.0,f
8511,30125,,,1.0,f
8514,5659,100%,Tanzania,1.0,t
8515,19754,0%,Indonesia,1.0,t
8516,17765,,,1.0,t
8517,38488,,Malta,1.0,t
8520,48502,100%,Nicaragua,11.0,t
8522,8980,,Mauritania,1.0,t
8523,4698,,United Kingdom,1.0,t
8524,2315,,Marshall Islands,1.0,t
8528,32556,90%,Estonia,11.0,t
8532,17024,,Niue,1.0,t
8535,26084,,Vietnam,4.0,t
8536,37776,,,1.0,t
8539,4267,100%,Senegal,22.0,t
8540,14190,,,1.0,t
8548,21478,,Malta,1.0,t
8549,18298,0%,Uzbekistan,1.0,f
8553,29736,100%,,1.0,t
8556,19899,,Slovenia,1.0,t
8558,19842,85%,Turkmenistan,53.0,f
8562,38945,,,1.0,t
8563,47761,100%,Niue,2.0,f
8564,30486,,Micronesia,1.0,f
8569,35412,,,1.0,t
8573,26315,,El Salvador,1.0,t
8574,24844,100%,Uzbekistan,6.0,f
8576,42526,100%,Niue,1.0,t
8581,13301,100%,Togo,2.0,f
8584,24133,100%,Cuba,1.0,t
8589,33820,,,1.0,t
8590,8945,,Guinea,1.0,f
8591,48838,,Niue,1.0,f
8592,37003,,France,1.0,f
8596,35368,100%,Kiribati,1.0,f
8600,19283,,Niue,1.0,f
8601,23194,100%,Ecuador,1.0,t
8603,41494,,Guinea,1.0,t
8606,33032,83%,Russian Federation,1.0,f
8608,45754,100%,French Guiana,1.0,t
8611,18981,,Libyan Arab Jamahiriya,1.0,t
8614,13553,93%,Vietnam,5.0,f
8616,31117,80%,Croatia,3.0,t
8618,30432,0%,,1.0,f
8622,794,100%,Indonesia,1.0,f
8624,11239,,,1.0,f
8627,15446,,Zimbabwe,1.0,f
8633,37019,,,1.0,f
8634,40542,100%,,1.0,t
8635,7124,,,1.0,f
8638,33822,,Chad,1.0,f
8640,21146,,,1.0,f
8641,25164,,Kenya,4.0,f
8643,26015,86%,Russian Federation,1.0,t
8646,4588,100%,Malawi,1.0,t
8647,46764,100%,Chile,3.0,t
8648,45787,100%,,1.0,f
8649,30453,,Svalbard & Jan Mayen Islands,1.0,f
8654,6566,100%,French Guiana,1.0,t
8657,32531,100%,Togo,4.0,f
8659,734,,Lebanon,1.0,t
8661,16929,100%,,1.0,t
8662,22294,,Sao Tome and Principe,1.0,f
8666,4056,,Brunei Darussalam,1.0,f
8670,3193,100%,Latvia,2.0,f
8673,11453,,,1.0,t
8674,49089,,Denmark,1.0,f
8675,10950,100%,Greenland,1.0,f
8680,23684,,,1.0,t
8681,996,,Cuba,1.0,t
8685,39104,,Togo,1.0,f
8687,13716,80%,,1.0,f
8688,38267,90%,United Kingdom,1.0,t
8690,18869,,Malta,2.0,f
8692,18913,,,1.0,t
8693,22791,100%,Uzbekistan,1.0,t
8699,1850,,,1.0,f
8700,40927,100%,Micronesia,3.0,f
8702,13977,90%,Isle of Man,1.0,f
8703,12683,100%,Lithuania,1.0,t
8705,37184,100%,Russian Federation,1.0,t
8707,29320,,,1.0,f
8710,2255,100%,Guinea,1.0,t
8714,36319,75%,France,2.0,t
8718,6729,,,1.0,f
8719,22451,100%,Guinea,1.0,f
8725,27485,100%,Uzbekistan,2.0,t
8734,49081,,,1.0,f
8735,32164,,Niue,1.0,f
8736,32480,,Croatia,2.0,t
8737,17972,100%,Guinea,1.0,f
8739,28685,100%,Guinea,1.0,t
8740,24519,,Saint Martin,2.0,f
8741,17481,,Anguilla,3.0,t
8742,21950,,Uzbekistan,1.0,t
8743,21909,100%,Christmas Island,3.0,f
8744,5798,100%,,1.0,f
8745,22074,,Jersey,1.0,f
8746,15139,,,1.0,f
8747,43593,100%,Guernsey,1.0,t
8749,44504,100%,,3.0,f
8754,10039,100%,Vanuatu,6.0,t
8755,27316,100%,Puerto Rico,5.0,f
8756,49213,,Micronesia,2.0,t
8760,6200,100%,,3.0,t
8761,3854,100%,Philippines,3.0,f
8762,19193,,El Salvador,1.0,t
8763,24442,,Tonga,1.0,t
8765,33144,,Djibouti,3.0,t
8770,19020,,Zimbabwe,1.0,f
8772,19361,,Bosnia and Herzegovina,1.0,t
8776,14240,100%,Chile,3.0,t
8785,11571,,Guinea,1.0,t
8786,935,,Guernsey,1.0,t
8787,28230,,French Guiana,1.0,t
8788,14762,,Nicaragua,1.0,f
8789,22966,,Finland,1.0,t
8792,31519,,,1.0,t
8797,12698,,Barbados,1.0,t
8800,42275,,Niue,1.0,f
8801,14602,100%,Malawi,1.0,t
8802,15561,,Marshall Islands,1.0,f
8804,15232,,Russian Federation,2.0,t
8806,3752,,Lithuania,1.0,f
8807,20405,,,1.0,f
8808,41592,100%,Svalbard & Jan Mayen Islands,1.0,f
8812,10803,100%,Nicaragua,1.0,f
8816,35499,94%,Andorra,4.0,f
8817,23256,100%,,6.0,f
8818,17270,100%,Niue,1.0,t
8821,44477,90%,Maldives,3.0,t
8824,35363,,,1.0,f
8826,35886,,,2.0,f
8828,46609,100%,,4.0,t
8830,20126,,Vanuatu,1.0,t
8832,7777,,Pakistan,2.0,f
8834,5252,,Kenya,1.0,t
8839,15164,100%,Tanzania,2.0,t
8840,9200,,Russian Federation,1.0,t
8845,21116,,,1.0,f
8848,42158,100%,,15.0,f
8849,38747,,Zimbabwe,1.0,t
8851,42519,,Nauru,1.0,t
8853,7972,100%,Uzbekistan,2.0,t
8855,35375,,,1.0,f
8856,45157,,Ghana,1.0,t
8860,33283,100%,Isle of Man,1.0,t
8869,37401,60%,Russian Federation,1.0,f
8876,42570,,,1.0,f
8877,32186,100%,United Kingdom,2.0,f
8882,6992,100%,Isle of Man,1.0,f
8886,47738,100%,,1.0,f
8889,16162,100%,Svalbard & Jan Mayen Islands,2.0,t
8891,18737,,,1.0,f
8894,45108,,Holy See (Vatican City State),1.0,f
8898,38842,100%,Uzbekistan,1.0,f
8904,33357,,Denmark,1.0,t
8906,6075,,,1.0,f
8908,1578,,French Guiana,1.0,f
8909,49677,,,1.0,t
8917,23952,,,1.0,t
8920,47152,,Isle of Man,2.0,f
8922,18705,100%,Nicaragua,2.0,f
8923,26850,,Somalia,1.0,t
8926,49948,,Lebanon,1.0,t
8927,46318,100%,Rwanda,1.0,f
8929,16512,100%,,2.0,t
8931,33313,,Djibouti,1.0,f
8936,33343,100%,Vanuatu,1.0,t
8937,6784,100%,Lebanon,1.0,t
8940,46269,,Monaco,1.0,t
8943,33446,100%,Philippines,1.0,t
8944,14578,,Bosnia and Herzegovina,1.0,f
8949,9777,,Isle of Man,1.0,f
8951,25315,100%,Uganda,2.0,t
8952,30916,100%,Tunisia,3.0,f
8954,29084,100%,Mexico,2.0,t
8957,47841,,Chad,1.0,t
8959,343,100%,Brazil,2.0,t
8960,15220,,,1.0,t
8966,35367,100%,Malta,1.0,t
8967,22088,,China,1.0,f
8968,6518,100%,Uzbekistan,1.0,f
8972,43928,,,1.0,f
8975,3480,100%,United Kingdom,2.0,f
8976,36707,,Cocos (Keeling) Islands,1.0,t
8978,3436,100%,,2.0,f
8981,7933,,,1.0,t
8982,6793,,Ecuador,1.0,t
8983,24681,,Russian Federation,1.0,t
8990,5358,,United Kingdom,1.0,t
8992,37820,,,1.0,t
8993,21291,,Bosnia and Herzegovina,1.0,t
8994,29104,,El Salvador,1.0,t
8995,45010,,Russian Federation,1.0,t
8997,46852,100%,,1.0,t
8998,44817,100%,Chile,1.0,t
9005,39355,80%,Zimbabwe,2.0,t
9011,11882,,Sao Tome and Principe,2.0,t
9014,18999,100%,Chile,2.0,f
9017,24233,,,1.0,f
9018,29181,,Niue,1.0,f
9021,4709,,Nicaragua,1.0,f
9022,3575,,,1.0,f
9024,32130,,Cuba,2.0,t
9026,45609,100%,,1.0,t
9028,26271,,,1.0,t
9030,46011,,Gambia,1.0,t
9031,46749,100%,,2.0,f
9033,44972,,Micronesia,2.0,f
9034,8846,,Russian Federation,1.0,t
9036,49877,,Nicaragua,1.0,f
9037,23172,100%,,1.0,t
9038,15717,,United Kingdom,1.0,f
9039,359,,Gambia,1.0,t
9047,24304,100%,Micronesia,1.0,t
